Tid,Avstand,X,Y,Z,Error,Power,uP,uI,uD
486,296,10,7,1101,-4,65535,0,0,0
487,300,12,11,1091,0,65535,0,0,0
488,303,12,11,1084,3,65535,0,0,0
489,303,14,13,1072,3,65535,0,0,0
490,302,16,13,1057,2,65535,0,0,0
491,302,15,11,1045,2,65535,0,0,0
492,302,15,9,1036,2,65535,0,0,0
493,303,15,7,1029,3,65535,0,0,0
494,302,15,6,1025,2,65535,0,0,0
495,299,15,5,1022,-1,65535,0,0,0
496,299,15,4,1019,-1,65535,0,0,0
497,299,15,3,1017,-1,65535,0,0,0
498,300,15,2,1018,0,65535,0,0,0
499,299,15,2,1018,-1,65535,0,0,0
500,299,15,2,1019,-1,65535,0,0,0
501,299,15,3,1020,-1,65535,0,0,0
502,299,14,3,1020,-1,65535,0,0,0
503,299,14,4,1020,-1,65535,0,0,0
504,299,16,4,1020,-1,65535,0,0,0
505,299,16,4,1020,-1,65535,0,0,0
506,300,16,4,1020,0,65535,0,0,0
507,302,15,4,1018,2,65535,0,0,0
508,302,14,4,1017,2,65535,0,0,0
509,302,14,4,1017,2,65535,0,0,0
510,302,14,4,1017,2,65535,0,0,0
511,298,14,4,1016,-2,65535,0,0,0
512,300,15,4,1016,0,65535,0,0,0
513,299,15,4,1016,-1,65535,0,0,0
514,299,16,4,1016,-1,65535,0,0,0
515,299,16,4,1015,-1,65535,0,0,0
516,299,16,4,1015,-1,65535,0,0,0
517,299,16,4,1015,-1,65535,0,0,0
518,299,16,4,1016,-1,65535,0,0,0
519,299,16,4,1016,-1,65535,0,0,0
520,299,16,4,1017,-1,65535,0,0,0
521,299,15,4,1017,-1,65535,0,0,0
522,299,15,4,1018,-1,65535,0,0,0
523,298,15,4,1019,-2,65535,0,0,0
524,299,16,4,1019,-1,65535,0,0,0
525,299,16,3,1019,-1,65535,0,0,0
526,299,16,4,1020,-1,65535,0,0,0
527,299,15,5,1020,-1,65535,0,0,0
528,299,15,5,1017,-1,65535,0,0,0
529,299,15,4,1017,-1,65535,0,0,0
530,299,15,3,1017,-1,65535,0,0,0
531,299,16,3,1018,-1,65535,0,0,0
532,299,15,3,1017,-1,65535,0,0,0
533,299,14,2,1017,-1,65535,0,0,0
534,299,14,1,1017,-1,65535,0,0,0
535,299,13,1,1016,-1,65535,0,0,0
536,299,14,1,1016,-1,65535,0,0,0
537,299,14,1,1017,-1,65535,0,0,0
538,300,14,1,1018,0,65535,0,0,0
539,303,14,1,1018,3,65535,0,0,0
540,303,14,1,1018,3,65535,0,0,0
541,303,14,1,1018,3,65535,0,0,0
542,302,15,2,1018,2,65535,0,0,0
543,299,15,3,1018,-1,65535,0,0,0
544,300,15,3,1018,0,65535,0,0,0
545,300,14,3,1019,0,65535,0,0,0
546,299,14,3,1019,-1,65535,0,0,0
547,300,14,3,1019,0,65535,0,0,0
548,300,14,3,1019,0,65535,0,0,0
549,300,15,3,1018,0,65535,0,0,0
550,300,15,3,1018,0,65535,0,0,0
551,299,15,3,1019,-1,65535,0,0,0
552,300,15,2,1019,0,65535,0,0,0
553,300,15,2,1018,0,65535,0,0,0
554,300,15,2,1018,0,65535,0,0,0
555,299,15,2,1018,-1,65535,0,0,0
556,300,14,2,1018,0,65535,0,0,0
557,300,14,3,1018,0,65535,0,0,0
558,299,14,3,1018,-1,65535,0,0,0
559,300,14,2,1017,0,65535,0,0,0
560,300,13,2,1016,0,65535,0,0,0
561,300,13,2,1015,0,65535,0,0,0
562,299,13,2,1016,-1,65535,0,0,0
563,299,14,2,1017,-1,65535,0,0,0
564,300,14,2,1017,0,65535,0,0,0
565,299,14,3,1017,-1,65535,0,0,0
566,299,14,3,1018,-1,65535,0,0,0
567,299,14,3,1018,-1,65535,0,0,0
568,300,14,3,1018,0,65535,0,0,0
569,300,14,3,1018,0,65535,0,0,0
570,299,14,3,1019,-1,65535,0,0,0
571,300,14,3,1020,0,65535,0,0,0
572,300,14,4,1020,0,65535,0,0,0
573,300,14,4,1021,0,65535,0,0,0
574,299,14,4,1021,-1,65535,0,0,0
575,299,14,4,1021,-1,65535,0,0,0
576,300,14,4,1021,0,65535,0,0,0
577,300,14,4,1020,0,65535,0,0,0
578,302,14,4,1018,2,65535,0,0,0
579,303,14,4,1018,3,65535,0,0,0
580,303,14,3,1018,3,65535,0,0,0
581,303,14,3,1019,3,65535,0,0,0
582,301,15,3,1020,1,65535,0,0,0
583,299,16,3,1020,-1,65535,0,0,0
584,300,17,3,1020,0,65535,0,0,0
585,300,17,4,1024,0,65535,0,0,0
586,299,17,4,1023,-1,65535,0,0,0
587,299,16,4,1023,-1,65535,0,0,0
588,300,16,4,1023,0,65535,0,0,0
589,300,15,4,1023,0,65535,0,0,0
590,302,15,4,1022,2,65535,0,0,0
591,303,15,4,1020,3,65535,0,0,0
592,303,14,3,1019,3,65535,0,0,0
593,303,13,3,1017,3,65535,0,0,0
594,300,13,3,1017,0,65535,0,0,0
595,300,13,3,1016,0,65535,0,0,0
596,299,13,3,1016,-1,65535,0,0,0
597,300,13,3,1016,0,65535,0,0,0
598,299,13,2,1015,-1,65535,0,0,0
599,299,13,2,1015,-1,65535,0,0,0
600,300,13,2,1016,0,65535,0,0,0
601,300,13,1,1017,0,65535,0,0,0
602,299,14,1,1018,-1,65535,0,0,0
603,300,14,2,1019,0,65535,0,0,0
604,300,14,2,1019,0,65535,0,0,0
605,300,14,2,1019,0,65535,0,0,0
606,302,13,2,1019,2,65535,0,0,0
607,303,12,2,1019,3,65535,0,0,0
608,303,12,2,1019,3,65535,0,0,0
609,305,14,2,1019,5,65535,0,0,0
610,299,15,3,1019,-1,65535,0,0,0
611,300,16,3,1018,0,65535,0,0,0
612,299,16,3,1017,-1,65535,0,0,0
613,301,16,4,1017,1,65535,0,0,0
614,302,16,4,1017,2,65535,0,0,0
615,303,16,4,1016,3,65535,0,0,0
616,303,16,4,1016,3,65535,0,0,0
617,303,16,4,1016,3,65535,0,0,0
618,299,16,3,1017,-1,65535,0,0,0
619,300,16,3,1019,0,65535,0,0,0
620,300,16,3,1020,0,65535,0,0,0
621,300,16,3,1020,0,65535,0,0,0
622,299,17,3,1020,-1,65535,0,0,0
623,300,17,3,1020,0,65535,0,0,0
624,300,17,2,1019,0,65535,0,0,0
625,300,17,2,1019,0,65535,0,0,0
626,299,16,2,1018,-1,65535,0,0,0
627,300,16,2,1018,0,65535,0,0,0
628,300,16,2,1017,0,65535,0,0,0
629,300,16,3,1016,0,65535,0,0,0
630,299,16,3,1016,-1,65535,0,0,0
631,300,17,3,1016,0,65535,0,0,0
632,300,17,3,1016,0,65535,0,0,0
633,300,17,3,1017,0,65535,0,0,0
634,303,17,3,1017,3,65535,0,0,0
635,303,16,3,1017,3,65535,0,0,0
636,303,16,3,1018,3,65535,0,0,0
637,302,16,3,1020,2,65535,0,0,0
638,299,16,3,1020,-1,65535,0,0,0
639,300,15,3,1021,0,65535,0,0,0
640,299,15,3,1020,-1,65535,0,0,0
641,299,15,3,1020,-1,65535,0,0,0
642,299,16,3,1020,-1,65535,0,0,0
643,299,16,3,1020,-1,65535,0,0,0
644,299,17,3,1020,-1,65535,0,0,0
645,299,16,3,1020,-1,65535,0,0,0
646,299,15,2,1019,-1,65535,0,0,0
647,299,15,2,1020,-1,65535,0,0,0
648,299,15,2,1021,-1,65535,0,0,0
649,299,15,2,1021,-1,65535,0,0,0
650,299,15,2,1021,-1,65535,0,0,0
651,300,16,2,1021,0,65535,0,0,0
652,299,15,2,1020,-1,65535,0,0,0
653,299,15,2,1019,-1,65535,0,0,0
654,299,15,2,1018,-1,65535,0,0,0
655,299,16,2,1018,-1,65535,0,0,0
656,299,15,2,1018,-1,65535,0,0,0
657,299,14,2,1018,-1,65535,0,0,0
658,299,13,2,1017,-1,65535,0,0,0
659,299,14,2,1017,-1,65535,0,0,0
660,299,14,2,1017,-1,65535,0,0,0
661,299,14,0,1017,-1,65535,0,0,0
662,299,14,0,1018,-1,65535,0,0,0
663,299,14,1,1018,-1,65535,0,0,0
664,299,14,2,1018,-1,65535,0,0,0
665,300,14,2,1018,0,65535,0,0,0
666,303,14,2,1018,3,65535,0,0,0
667,303,14,2,1018,3,65535,0,0,0
668,303,13,2,1018,3,65535,0,0,0
669,301,13,2,1018,1,65535,0,0,0
670,298,13,2,1019,-2,65535,0,0,0
671,300,13,2,1019,0,65535,0,0,0
672,299,13,2,1018,-1,65535,0,0,0
673,299,13,2,1018,-1,65535,0,0,0
674,299,14,2,1018,-1,65535,0,0,0
675,299,14,2,1018,-1,65535,0,0,0
676,299,14,3,1018,-1,65535,0,0,0
677,299,13,3,1018,-1,65535,0,0,0
678,299,14,3,1018,-1,65535,0,0,0
679,299,14,3,1018,-1,65535,0,0,0
680,299,14,3,1018,-1,65535,0,0,0
681,299,14,3,1018,-1,65535,0,0,0
682,298,14,2,1017,-2,65535,0,0,0
683,299,14,1,1017,-1,65535,0,0,0
684,299,14,1,1018,-1,65535,0,0,0
685,299,14,2,1018,-1,65535,0,0,0
686,299,14,3,1018,-1,65535,0,0,0
687,300,15,3,1020,0,65535,0,0,0
688,299,15,3,1020,-1,65535,0,0,0
689,301,15,3,1020,1,65535,0,0,0
690,302,15,3,1019,2,65535,0,0,0
691,303,16,3,1020,3,65535,0,0,0
692,302,16,3,1021,2,65535,0,0,0
693,301,16,2,1021,1,65535,0,0,0
694,299,16,2,1020,-1,65535,0,0,0
695,299,16,2,1020,-1,65535,0,0,0
696,299,16,2,1020,-1,65535,0,0,0
697,299,16,2,1021,-1,65535,0,0,0
698,299,16,2,1022,-1,65535,4000,0,54
699,299,15,2,1023,-1,65535,4000,0,33
700,299,15,2,1023,-1,65535,4000,0,20
701,301,14,2,1023,1,65535,4000,0,0
702,303,13,2,1022,3,65535,12000,0,0
703,303,14,2,1020,3,65535,12000,0,0
704,303,15,2,1019,3,65535,12000,0,0
705,302,15,2,1018,2,65535,8000,0,40
706,302,15,2,1018,2,65535,8000,0,24
707,303,14,2,1017,3,65535,12000,0,0
708,303,13,3,1016,3,65535,12000,0,0
709,300,13,3,1016,0,65535,0,0,410
710,299,13,3,1016,-1,65535,4000,0,406
711,300,13,4,1017,0,65535,0,0,95
712,299,13,4,1018,-1,65535,4000,0,212
713,301,14,3,1020,1,65535,4000,0,0
714,302,14,2,1021,2,65535,8000,0,0
715,303,14,2,1020,3,65535,12000,0,0
716,301,14,2,1020,1,65535,4000,0,114
717,299,14,2,1020,-1,65535,4000,0,378
718,299,15,2,1020,-1,65535,4000,0,232
719,299,15,2,1020,-1,65535,4000,0,142
720,299,15,2,1020,-1,65535,4000,0,87
721,299,15,2,1018,-1,65535,4000,0,53
722,299,15,3,1018,-1,65535,4000,0,33
723,299,15,3,1018,-1,65535,4000,0,20
724,299,15,3,1019,-1,65535,4000,0,12
725,299,16,3,1019,-1,65535,4000,0,7
726,299,16,3,1018,-1,65535,4000,0,4
727,299,15,3,1018,-1,65535,4000,0,2
728,299,15,4,1018,-1,65535,4000,0,1
729,299,15,4,1019,-1,65535,4000,0,1
730,299,15,4,1019,-1,65535,4000,0,0
731,299,16,4,1020,-1,65535,4000,0,0
732,295,17,3,1020,-5,65535,20000,0,617
733,299,17,2,1019,-1,65535,4000,0,0
734,299,17,2,1019,-1,65535,4000,0,0
735,299,17,1,1018,-1,65535,4000,0,0
736,299,16,1,1018,-1,65535,4000,0,0
737,302,16,1,1018,2,65535,8000,0,0
738,302,16,1,1018,2,65535,8000,0,0
739,303,16,1,1018,3,65535,12000,0,0
740,303,16,1,1017,3,65535,12000,0,0
741,299,16,1,1016,-1,65535,4000,0,488
742,300,17,1,1016,0,65535,0,0,145
743,299,18,0,1017,-1,65535,4000,0,243
744,300,18,0,1018,0,65535,0,0,0
745,302,18,0,1019,2,65535,8000,0,0
746,303,18,1,1021,3,65535,12000,0,0
747,303,17,2,1022,3,65535,12000,0,0
748,302,16,2,1022,2,65535,8000,0,23
749,299,16,2,1022,-1,65535,4000,0,477
750,300,15,2,1021,0,65535,0,0,139
751,299,15,2,1020,-1,65535,4000,0,239
752,300,15,2,1019,0,65535,0,0,0
753,303,15,2,1019,3,65535,12000,0,0
754,303,15,2,1018,3,65535,12000,0,0
755,303,15,2,1019,3,65535,12000,0,0
756,302,15,2,1020,2,65535,8000,0,46
757,299,15,2,1019,-1,65535,4000,0,491
758,300,15,2,1019,0,65535,0,0,147
759,299,15,3,1019,-1,65535,4000,0,244
760,300,15,3,1019,0,65535,0,0,0
761,299,14,2,1018,-1,65535,4000,0,151
762,300,15,2,1018,0,65535,0,0,0
763,299,15,2,1019,-1,65535,4000,0,116
764,300,15,3,1020,0,65535,0,0,0
765,299,15,4,1020,-1,65535,4000,0,103
766,300,15,4,1020,0,65535,0,0,0
767,300,15,4,1020,0,65535,0,0,0
768,300,14,3,1020,0,65535,0,0,0
769,300,14,3,1020,0,65535,0,0,0
770,300,14,3,1020,0,65535,0,0,0
771,300,14,4,1020,0,65535,0,0,0
772,300,13,4,1019,0,65535,0,0,0
773,299,13,4,1020,-1,65535,4000,0,151
774,300,12,4,1021,0,65535,0,0,0
775,300,13,4,1021,0,65535,0,0,0
776,300,14,4,1021,0,65535,0,0,0
777,299,15,3,1021,-1,65535,4000,0,140
778,300,15,2,1020,0,65535,0,0,0
779,299,15,2,1019,-1,65535,4000,0,112
780,300,15,1,1020,0,65535,0,0,0
781,303,15,1,1020,3,65535,12000,0,0
782,303,15,1,1020,3,65535,12000,0,0
783,303,15,1,1020,3,65535,12000,0,0
784,303,15,2,1020,3,65535,12000,0,0
785,303,15,2,1019,3,65535,12000,0,0
786,303,15,2,1018,3,65535,12000,0,0
787,303,15,2,1017,3,65535,12000,0,0
788,303,15,2,1017,3,65535,12000,0,0
789,303,15,2,1017,3,65535,12000,0,0
790,303,15,2,1017,3,65535,12000,0,0
791,303,16,2,1018,3,65535,12000,0,0
792,302,16,2,1019,2,65535,8000,0,151
793,299,16,2,1019,-1,65535,4000,0,556
794,300,16,2,1020,0,65535,0,0,187
795,300,15,3,1021,0,65535,0,0,115
796,299,15,4,1019,-1,65535,4000,0,224
797,300,16,4,1017,0,65535,0,0,0
798,300,17,3,1018,0,65535,0,0,0
799,300,17,2,1020,0,65535,0,0,0
800,301,17,2,1022,1,65535,4000,0,0
801,303,17,2,1023,3,65535,12000,0,0
802,303,16,1,1024,3,65535,12000,0,0
803,303,15,1,1023,3,65535,12000,0,0
804,304,15,0,1021,4,65535,16000,0,0
805,306,15,0,1021,6,24000,24000,0,0
806,306,14,0,1021,6,24000,24000,0,0
807,306,10,7,1033,6,24000,24000,0,0
808,304,16,65530,1044,4,24000,16000,0,201
809,309,22,65520,1049,9,36000,36000,0,0
810,309,65533,65501,1118,9,36000,36000,0,0
811,309,65473,65455,1209,9,36000,36000,0,0
812,314,65465,65495,1234,14,56000,56000,0,0
813,320,65471,65530,1245,20,65535,65535,0,0
814,319,65478,65514,1257,19,65535,65535,0,0
815,319,65506,65430,1191,19,65535,65535,0,0
816,327,12,65329,1162,27,65535,65535,0,0
817,334,71,65289,1175,34,65535,65535,0,0
818,332,63,65247,1207,32,65535,65535,0,0
819,333,115,65351,1261,33,65535,65535,0,0
820,338,85,65420,1163,38,65535,65535,0,0
821,341,42,65466,1000,41,65535,65535,0,0
822,341,65532,65477,876,41,65535,65535,0,0
823,341,65514,65496,889,41,65535,65535,0,0
824,341,3,65498,980,41,65535,65535,0,0
825,340,9,65473,1045,40,65535,65535,0,0
826,341,65510,65469,1025,41,65535,65535,0,0
827,341,65486,65470,989,41,65535,65535,0,0
828,338,65514,65500,1068,38,65535,65535,0,400
829,336,5,65484,1129,36,65535,65535,0,554
830,337,38,65370,1206,37,65535,65535,0,186
831,337,58,65429,1219,37,65535,65535,0,114
832,330,85,65423,1245,30,65535,65535,0,1150
833,328,111,65403,1263,28,65535,65535,0,1015
834,329,135,65395,1172,29,65535,65535,0,469
835,329,168,65483,1024,29,65535,65535,0,288
836,321,168,65481,922,21,65535,65535,0,1411
837,319,127,65505,846,19,65535,65535,0,1175
838,319,106,65511,945,19,65535,65535,0,722
839,319,124,27,1043,19,65535,65535,0,443
840,306,123,71,1051,6,26278,24000,0,2278
841,302,130,72,1043,2,26278,8000,0,2016
842,302,117,121,1006,2,26278,8000,0,1238
843,303,135,348,1085,3,26278,12000,0,606
844,287,124,551,1001,-13,54841,52000,0,2841
845,284,81,587,844,-16,65535,64000,0,2208
846,285,90,625,910,-15,61202,60000,0,1202
847,284,71,720,990,-16,64892,64000,0,892
848,272,47,775,1000,-28,65535,65535,0,2399
849,268,33,705,970,-32,65535,65535,0,2091
850,268,53,579,1009,-32,65535,65535,0,1284
851,270,66,440,1104,-30,65535,65535,0,480
852,257,73,356,1085,-43,65535,65535,0,2301
853,256,73,210,1162,-44,65535,65535,0,1567
854,257,41,144,1183,-43,65535,65535,0,808
855,257,7,60,1210,-43,65535,65535,0,496
856,254,65532,49,1204,-46,65535,65535,0,768
857,254,65507,73,1093,-46,65535,65535,0,471
858,254,65513,104,969,-46,65535,65535,0,289
859,254,65518,89,879,-46,65535,65535,0,177
860,254,65520,147,875,-46,65535,65535,0,109
861,254,65523,123,874,-46,65535,65535,0,67
862,254,65526,69,907,-46,65535,65535,0,41
863,255,28,78,945,-45,65535,65535,0,0
864,258,32,109,985,-42,65535,65535,0,0
865,259,21,62,941,-41,65535,65535,0,0
866,259,30,70,872,-41,65535,65535,0,0
867,260,0,38,774,-40,65535,65535,0,0
868,274,13,19,732,-26,65535,65535,0,0
869,274,65490,65530,713,-26,65535,65535,0,0
870,275,65464,65481,631,-25,65535,65535,0,0
871,276,65454,65425,646,-24,65535,65535,0,0
872,295,65459,65419,705,-5,65535,20000,0,0
873,294,65513,65440,887,-6,24000,24000,0,0
874,297,65445,65248,1056,-3,24000,12000,0,0
875,298,65376,65132,1069,-2,24000,8000,0,0
876,319,65452,65202,1133,19,65535,65535,0,0
877,318,65489,65134,1213,18,65535,65535,0,0
878,320,65519,64943,1246,20,65535,65535,0,0
879,321,43,64985,1354,21,65535,65535,0,0
880,341,95,65038,1469,41,65535,65535,0,0
881,340,64,65101,1286,40,65535,65535,0,0
882,342,108,65188,1251,42,65535,65535,0,0
883,343,119,65261,1268,43,65535,65535,0,0
884,356,134,65362,1235,56,65535,65535,0,0
885,355,141,65439,1230,55,65535,65535,0,0
886,356,104,65463,1228,56,65535,65535,0,0
887,355,96,65481,1310,55,65535,65535,0,0
888,355,88,15,1315,55,65535,65535,0,0
889,356,64,20,1301,56,65535,65535,0,0
890,356,16,65518,1260,56,65535,65535,0,0
891,354,65522,65528,1221,54,65535,65535,0,177
892,345,65517,65498,1147,45,65535,65535,0,1497
893,349,65503,7,1147,49,65535,65535,0,302
894,348,65498,65479,1249,48,65535,65535,0,340
895,346,65534,65502,1250,46,65535,65535,0,517
896,335,68,65484,1301,35,65535,65535,0,2015
897,338,64,65512,1357,38,65535,65535,0,774
898,336,50,81,1435,36,65535,65535,0,784
899,334,41,124,1407,34,65535,65535,0,790
900,324,6,151,1377,24,65535,65535,0,2028
901,326,65489,61,1390,26,65535,65535,0,937
902,325,65499,47,1396,25,65535,65535,0,730
903,320,65508,65513,1438,20,65535,65535,0,1219
904,307,65514,1,1415,7,30755,28000,0,2755
905,310,65504,65509,1333,10,41229,40000,0,1229
906,308,6,83,1331,8,33063,32000,0,1063
907,303,29,213,1263,3,33063,12000,0,1424
908,287,24,119,1262,-13,55344,52000,0,3344
909,291,56,228,1320,-9,37436,36000,0,1436
910,289,60,288,1245,-11,45191,44000,0,1191
911,283,44,511,1203,-17,65535,65535,0,1657
912,262,103,702,1263,-38,65535,65535,0,4258
913,271,140,570,1219,-29,65535,65535,0,1227
914,267,116,448,1114,-33,65535,65535,0,1370
915,259,94,332,1149,-41,65535,65535,0,2076
916,250,50,246,1125,-50,65535,65535,0,2664
917,253,26,136,1143,-47,65535,65535,0,1173
918,251,65526,82,1147,-49,65535,65535,0,1029
919,251,65525,35,1199,-49,65535,65535,0,632
920,249,65517,65500,1137,-51,65535,65535,0,697
921,249,65529,65434,1057,-51,65535,65535,0,428
922,249,65529,65456,961,-51,65535,65535,0,262
923,249,65502,65349,873,-51,65535,65535,0,161
924,249,65526,65335,801,-51,65535,65535,0,99
925,249,65464,65356,778,-51,65535,65535,0,60
926,249,65438,65383,713,-51,65535,65535,0,37
927,253,65433,65408,720,-47,65535,65535,0,0
928,260,65488,65532,797,-40,65535,65535,0,0
